Número de identificação da publicação;Link permanente;Publicar mensagem;Tipo;Países;Idiomas;Publicado;Direcionamento do público;Lifetime Post Total Reach;Lifetime Post organic reach;Lifetime Post Paid Reach;Lifetime Post Total Impressions;Lifetime Post Organic Impressions;Lifetime Post Paid Impressions;Lifetime Engaged Users;Lifetime Matched Audience Targeting Consumers on Post;Lifetime Matched Audience Targeting Consumptions on Post;Lifetime Negative Feedback from Users;Lifetime Negative Feedback;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime Post Paid Impressions by people who have liked your Page;Lifetime Paid reach of a post by people who like your Page;Lifetime People who have liked your Page and engaged with your post;Lifetime Organic views to 95%...25;Lifetime Organic views to 95%...26;Lifetime Paid views to 95%...27;Lifetime Paid views to 95%...28;Lifetime Organic Video Views...29;Lifetime Organic Video Views...30;Lifetime Paid Video Views...31;Lifetime Paid Video Views...32;Lifetime Average time video viewed;Lifetime Video length;Descrição;share;like;comment
417092451820846_445788418951249;https://www.facebook.com/lojascitycol/photos/a.445785655618192/445788418951249/?type=3;Nova Coleção Citycol;Photo;NA;NA;2016-02-26T12:06:23Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;26;6
417092451820846_445785872284837;https://www.facebook.com/lojascitycol/photos/a.445785655618192/445785872284837/?type=3;Nova Coleção Citycol;Photo;NA;NA;2016-02-26T11:52:31Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;29;NA
417092451820846_531464517050305;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531464517050305/?type=3;"Que tal aproveitar o fim de semana para conferir as novidades na City mais próxima? ;) Essa é a nossa loja em Cachoeiro de Itapemirim, Espírito Santo.  #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-22T09:00:02Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lifetime: The number of stories created about your Page post, by action type. (Total Count);34;4960;137
417092451820846_531464237050333;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531464237050333/?type=3;E não dá para negar: a nossa Embaixadora @achadosfashion_rj arrasa demais! O look esporte com nosso vestido listrado ganhou o nosso coração! Amamos, Amandinha! <3   Vestido – R$29,99 Confira em nossas lojas.  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #regram;Photo;NA;NA;2016-10-21T15:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;144;10
417092451820846_531464077050349;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531464077050349/?type=3;Começando a sexta com essa fofura de regata! <3 R$13,99   Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-21T06:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;29;3751;142
417092451820846_531463327050424;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531463327050424/?type=3;"Nossa regata com estampa de cavalinhos está fazendo o maior sucesso. Quem mais amou também? ;) Regata – R$29,99 Confira.  #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-20T15:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;23;3085;80
417092451820846_531462573717166;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531462573717166/?type=3;A @niteroiensebasica arrasou com as nossas jardineiras! <3 Jardineira - R$49,99 Compre em nossas lojas.  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #regram;Photo;NA;NA;2016-10-20T06:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;21;640;55
417092451820846_531461440383946;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531461440383946/?type=3;Nossa loja de Cachoeiro de Itapemirim, no Espírito Santo, está repleta de novidades em Jeans. Confira!  #CachoeirodeItapemirim #ES #NaCitycolTem #modabarata #lookdodia #Citycol #Jeans;Photo;NA;NA;2016-10-19T15:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;549;37
417092451820846_531461047050652;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531461047050652/?type=3;"De pertinho! ;)   Confira em nossas lojas. Regata – R$29,99 #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-19T06:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;29;3907;108
417092451820846_531460857050671;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531460857050671/?type=3;Os detalhes da gola fazem toda diferença no look do dia. Regata - R$29,99.   Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-18T15:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;37;4667;131
417092451820846_531084973754926;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531084973754926/?type=3;A Gabi @achadosdagabs arrasou no look all jeans com a nossa batinha! <3  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #regram;Photo;NA;NA;2016-10-18T06:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;251;3
417092451820846_531084347088322;https://www.facebook.com/lojascitycol/photos/a.418868384976586/531084347088322/?type=3;Pode morrer de amores? <3 Confira em nossas lojas já! R$19,99. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-17T15:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;475;18
417092451820846_529662203897203;https://www.facebook.com/lojascitycol/photos/a.418868384976586/529662203897203/?type=3;Começando a semana com a linda @marianamorenoo que arrasou com nosso vestido listrado! <3  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #ModaPlusSize;Photo;NA;NA;2016-10-17T06:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;335;16
417092451820846_526621697534587;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526621697534587/?type=3;Detalhes que a gente adora mostrar pra vocês! <3  Regatinha - R$29,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-16T13:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;216;2
417092451820846_526621610867929;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526621610867929/?type=3;Que tal nossa regata de cafezinhos para o look desse sábado?  R$29,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-15T10:00:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;306;7
417092451820846_526620957534661;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526620957534661/?type=3;Sexta é dia de alegria! :) Estampa apaixonante da nossa regatinha que tem aquele precinho que a gente ama! <3 R$13,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-14T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;185;3
417092451820846_526620630868027;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526620630868027/?type=3;Muita cor pra esse verão. Regatinha Plus Size – R$12,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol #PlusSize #ModaPlus;Photo;NA;NA;2016-10-14T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;168;5
417092451820846_526620404201383;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526620404201383/?type=3;Fofura de detalhes. Regatinha – R$29,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-13T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;324;5
417092451820846_526620134201410;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526620134201410/?type=3;Pra florir e encantar o seu dia! =) R$29,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-13T07:01:10Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;430;8
417092451820846_526619934201430;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619934201430/?type=3;O comprimento mídi tá com tudo e a nossa embaixadora @achadosfashion_rj usa e abusa dele com muito estilo.  A gente ama! Vestido – R$29,99 Confira em nossas lojas.   #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #regram;Photo;NA;NA;2016-10-12T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;246;17
417092451820846_526619707534786;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619707534786/?type=3;Batalha: estampa de cavalo ou de bonequinhas para aproveitar esse feriado? Difícil escolher, viu? <3 R$ 29,99   Confira em nossas lojas.  #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-12T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;305;16
417092451820846_526619484201475;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619484201475/?type=3;"Para as mais basiquinhas, temos nossas regatas sucesso lisas também. ;) Regata – R$29,99 Confira.   #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-11T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;333;6
417092451820846_526619344201489;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619344201489/?type=3;Elas voltaram! E com cada estampa mais linda que a outra! <3 Regatinha - R$29,99 Compre em nossas lojas.  #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-11T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;405;17
417092451820846_526619214201502;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619214201502/?type=3;Detalhes dessa estampa que ganhou nosso <3!   Regatinha – R$29,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-10T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;202;10
417092451820846_526619064201517;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526619064201517/?type=3;"Começando a semana com novidade ultra mega fofa! ;)   Confira em nossas lojas. Regatinhas – R$29,99  #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-10T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;460;19
417092451820846_526618680868222;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526618680868222/?type=3;"A querida Nati do @achados_rj correu pra nossa loja e garantiu o longo tem-que-ter da nossa coleção.  Aproveite para garantir o seu logo! ;) R$49,99.    Confira em nossas lojas.  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol #Jeans #regram";Photo;NA;NA;2016-10-09T14:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;390;16
417092451820846_526618557534901;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526618557534901/?type=3;"Fofurinha em forma de regata! Garanta já a sua. ;)  Regatinha - R$13,99 Compre em nossas lojas.   #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-08T10:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;370;16
417092451820846_526617727534984;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526617727534984/?type=3;"Mais cores da nossa regatinha básica Plus Size. ;) Confira em nossas lojas já! R$12,99.  #NaCitycolTem #modabarata #lookdodia #Citycol #ModaPlus #PlusSize";Photo;NA;NA;2016-10-07T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;299;10
417092451820846_526288607567896;https://www.facebook.com/lojascitycol/photos/a.418868384976586/526288607567896/?type=3;Nossa embaixadora Amanda @achadosfashion_rj mais uma vez arrasou com look Citycol. Adoramos, lindona!! <3  #CityBloggers #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-07T07:02:31Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;62;4
417092451820846_525165004346923;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525165004346923/?type=3;"E quem disse que não dá para ir malhar cheia de estilo, hein? ;) Regatinha – R$13,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol #fitness";Photo;NA;NA;2016-10-06T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;373;44
417092451820846_525164631013627;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525164631013627/?type=3;"Aquela regata basiquinha que faz toda diferença no look do dia! ;) R$19,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-06T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;577;38
417092451820846_525164494346974;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525164494346974/?type=3;Essa no tom rosê não está apaixonante? <3 R$ 12,99.  Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol #PlusSize #modaplus;Photo;NA;NA;2016-10-05T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;226;3
417092451820846_525164364346987;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525164364346987/?type=3;A nossa linha Plus Size está recheada de regatas básicas, porém lindas! R$12,99. Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol #PlusSize #modaplus;Photo;NA;NA;2016-10-05T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;295;11
417092451820846_525164254346998;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525164254346998/?type=3;"O cós da nossa calça de viscose faz toda diferença. ;)  Calça – R$29,99 Confira.  #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-04T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;368;17
417092451820846_525162017680555;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525162017680555/?type=3;"Dica amiga: a nossa blusa com detalhes em renda baixou de preço e agora está por R$19,99 e o melhor: em diversas cores. ;) Confira em nossas lojas.  #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-04T07:00:10Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;375;17
417092451820846_525164027680354;https://www.facebook.com/lojascitycol/photos/a.418868384976586/525164027680354/?type=3;Be Happy! :) Regatinha – R$13,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-10-03T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;39;1
417092451820846_523672537829503;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523672537829503/?type=3;"Começando a semana com batalha de regatinhas: qual a sua preferida? Conta pra gente! ;)  Confira em nossas lojas. Regatinhas – R$29,99 #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-03T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;16;1556;79
417092451820846_523672217829535;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523672217829535/?type=3;Pra quem não viu no nosso stories do Instagram, aqui está: nossas regatinhas estampadas. Super fofas, não é?  Regatinha – R$13,99  Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol #Jeans;Photo;NA;NA;2016-10-02T14:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;2400;53
417092451820846_523671944496229;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523671944496229/?type=3;"Nossa regatinha além de super estilosa, tem aquele precinho amigo que só a Citycol oferece! ;) Regatinha - R$29,99 Compre em nossas lojas. . #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-10-01T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;20;2631;93
417092451820846_523671661162924;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523671661162924/?type=3;Aquele shortinho que é mega baratinho e a cara da primavera.  Short – R$9,99 #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-09-30T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;13;527;18
417092451820846_523671464496277;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523671464496277/?type=3;Olha elas aí mais de pertinho. Impossível não querer levar pra casa! Regatinhas – R$29,99  #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-09-30T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;38;5605;106
417092451820846_523650474498376;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523650474498376/?type=3;As novidades de regatinhas não param de chegar!  Regatinha – R$19,99 Confira em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-09-29T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;20;2712;54
417092451820846_523271001202990;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523271001202990/?type=3;A City de Campos dos Goytacazes fo reinaugurada dia 05 e tá arrasando nas novidades. Não perca tempo e confira! Rua João Pessoa, 87 - Centro. #NaCitycolTem #modabarata #lookdodia #Citycol #CamposDosGoytacazes;Photo;NA;NA;2016-09-29T07:00:35Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;757;78
417092451820846_523269181203172;https://www.facebook.com/lojascitycol/photos/a.418868384976586/523269181203172/?type=3;"Detalhes das nossas blusinhas estampadas que estão fazendo o maior sucesso. ;) Regatinhas – R$29,99 Compre em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-09-28T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;543;45
417092451820846_522922117904545;https://www.facebook.com/lojascitycol/photos/a.418868384976586/522922117904545/?type=3;Bom dia diretamente da nossa loja da Penha que está recheada de novidades incríveis!! <3  #NaCitycolTem #modabarata #lookdodia #Citycol #Penha;Photo;NA;NA;2016-09-28T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;43;4410;147
417092451820846_519632964900127;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519632964900127/?type=3;"Zoom na nossa regata rendada que chegou nas lojas! ;) Regatinha - R$19,99.  Compre em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-09-27T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;382;23
417092451820846_519632894900134;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519632894900134/?type=3;"Mais uma regatinha com estampa fofa pra compor os nossos looks do dia! ;) Regatinha - R$29,99.  Compre em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol";Photo;NA;NA;2016-09-27T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;1348;36
417092451820846_519632324900191;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519632324900191/?type=3;Quem mais ama renda também? <3  Blusa - R$29,99.  Compre em nossas lojas. #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-09-26T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;2020;40
417092451820846_519632211566869;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519632211566869/?type=3;Aquele ponto de cor que faltava para deixar o seu look alegre e cheio de estilo.  Confira em nossas lojas. Blusa – R$29,99  #NaCitycolTem #modabarata #lookdodia #Citycol #Jeans;Photo;NA;NA;2016-09-26T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;31;4088;110
417092451820846_519631998233557;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519631998233557/?type=3;Porque a nossa coleção de verão tá apaixonante demais! <3 Blusas – R$29,99. Compre em nossas lojas.  #NaCitycolTem #modabarata #lookdodia #Citycol;Photo;NA;NA;2016-09-25T14:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;32;3337;97
417092451820846_519631771566913;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519631771566913/?type=3;"Sábado combina com o nosso short de patches! ;)   Short- R$39,99 Compre em nossas lojas.   #NaCitycolTem #modabarata #lookdodia #Citycol #Jeans #patches";Photo;NA;NA;2016-09-24T10:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;228;6
417092451820846_519630648233692;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519630648233692/?type=3;Flores para começar o fim de semana bem! <3 Blusa – R$29,99 Compre em nossas lojas.;Photo;NA;NA;2016-09-23T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;1265;19
417092451820846_519629534900470;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519629534900470/?type=3;Muito amor pela sexta e pelas regatas com renda que chegaram nas lojas! <3 Garanta a sua! Regatinha – R$19,99;Photo;NA;NA;2016-09-23T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;37;2840;127
417092451820846_519628481567242;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519628481567242/?type=3;"Mais uma estampa apaixonante pra deixar a gente doida! ;) Regatinha– R$29,99.  Compre em nossas lojas.";Photo;NA;NA;2016-09-22T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1055;39
417092451820846_519627594900664;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519627594900664/?type=3;"Regatas para malhar, diversas estampas, por R$ 14,99. Short saia de ginástica, lisos, por R$ 19,99. Confira!! ;)";Photo;NA;NA;2016-09-22T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;124;2
417092451820846_519627258234031;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519627258234031/?type=3;"Porque ela merece um close! ;) Regatinha – R$29,99  Compre em nossas lojas.";Photo;NA;NA;2016-09-21T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;11;1392;43
417092451820846_519627094900714;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519627094900714/?type=3;Não é para morrer de amores por essa estampa de cacto? <3 Regatinha – R$29,99 Compre em nossas lojas.;Photo;NA;NA;2016-09-21T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;34;3539;191
417092451820846_519626864900737;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519626864900737/?type=3;Não tem erro: combinar nossas regatinhas com short jeans.   Short- R$39,99 Compre em nossas lojas.;Photo;NA;NA;2016-09-20T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;295;11
417092451820846_519626151567475;https://www.facebook.com/lojascitycol/photos/a.418868384976586/519626151567475/?type=3;As novidades não param de chegar na Citycol! Não deixe de conferir!  Regatinha – R$ 29,99 Confira em nossas lojas o seu look!;Photo;NA;NA;2016-09-20T07:00:03Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;24;2841;99
417092451820846_517376175125806;https://www.facebook.com/lojascitycol/photos/a.418868384976586/517376175125806/?type=3;O off white também não ficou de fora do nosso time de regatinhas bordadas! Linda, né? <3  Regatinha - R$19,99  Compre em nossas lojas.;Photo;NA;NA;2016-09-19T16:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;1577;42
417092451820846_517375921792498;https://www.facebook.com/lojascitycol/photos/a.418868384976586/517375921792498/?type=3;Para a semana começar cheia de amor e para avisar também que a nossa coleção de Jeans está MA-RA! <3  Confira em nossas lojas.;Photo;NA;NA;2016-09-19T07:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;199;10
417092451820846_517375081792582;https://www.facebook.com/lojascitycol/photos/a.418868384976586/517375081792582/?type=3;Flores e mais flores em nossas estampas. Como não amar? <3 Short – R$15,99   Compre em nossas lojas.;Photo;NA;NA;2016-09-18T14:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;1630;44
417092451820846_517374895125934;https://www.facebook.com/lojascitycol/photos/a.418868384976586/517374895125934/?type=3;"Que tal um look com patches + jeans para esse sábado? ;)  Blusa Jeans – R$29,99 | Short/Saia- R$39,99  Compre em nossas lojas.";Photo;NA;NA;2016-09-17T10:00:01Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;111;3
